id,filtered_words,features,label_index
R170,start partner special fill ago. player else third pull. experts discuss ongoing developments technology breakthrough.,"(10000,[116,1020,1055,1612,2227,2996,3614,4506,4687,5034,6604,7939,8771,9462,9727],[4.42484663185681,2.455405985391302,3.914021008090819,5.523458920524919,2.7200985396183848,3.172083663361442,0.6753425559264385,0.691153161953081,0.691153161953081,4.270695952029551,4.42484663185681,4.137164559405029,4.607168188650764,0.691153161953081,4.42484663185681])",1.0
F110,window bad south soldier. sister impact fact entire. eight agreement reach health government stage. — shocking claims celebrity scandal surface internet.,"(10000,[503,656,939,1972,2259,2403,3486,3521,4816,4921,5850,6643,7215,7281,7936,7956,8338,8386,8413,8482,8805],[0.691153161953081,4.607168188650764,5.523458920524919,4.270695952029551,2.849310271098391,4.607168188650764,2.849310271098391,3.7316994512968646,3.7316994512968646,2.849310271098391,0.691153161953081,5.523458920524919,4.830311739964974,0.6832166123573445,0.691153161953081,4.019381523748645,0.691153161953081,3.7316994512968646,3.6516567436233283,4.019381523748645,4.019381523748645])",0.0
F048,perform person star american. participant best tough. type record feel significant officer process help. — shocking claims secret cure surface internet.,"(10000,[503,696,763,1098,3115,3249,3526,3892,3952,4347,5170,5396,5511,5850,6747,7036,7281,7936,8040,8338,8552],[0.691153161953081,3.7316994512968646,4.607168188650764,3.577548771469606,4.270695952029551,3.577548771469606,4.270695952029551,2.5530444549552183,5.523458920524919,4.42484663185681,5.117993812416755,3.914021008090819,5.117993812416755,0.691153161953081,2.5530444549552183,5.117993812416755,0.6832166123573445,0.691153161953081,3.914021008090819,0.691153161953081,4.607168188650764])",0.0
F082,return without however direction east morning usually fly. charge window medical quickly ability. — shocking claims hoax surface internet.,"(10000,[226,503,635,911,2403,2990,3160,3391,4043,4377,5850,6576,6812,7230,7281,7936,8268,8338,8554],[5.117993812416755,0.691153161953081,4.830311739964974,3.914021008090819,4.607168188650764,4.137164559405029,4.607168188650764,3.914021008090819,4.019381523748645,2.60568818844064,0.691153161953081,3.914021008090819,4.270695952029551,4.607168188650764,0.6832166123573445,0.691153161953081,3.383392757028649,0.691153161953081,4.019381523748645])",0.0
F187,thank bring author mrs strategy floor. reduce door sea memory. action record imagine five. — shocking claims miracle drug surface internet.,"(10000,[503,1256,1687,1776,2291,2920,3057,4347,4847,5301,5850,6079,6633,7281,7860,7936,8159,8338,9350,9617,9751],[0.691153161953081,3.125563647726549,4.019381523748645,4.830311739964974,3.914021008090819,4.830311739964974,4.019381523748645,4.42484663185681,4.137164559405029,4.42484663185681,0.691153161953081,5.523458920524919,4.019381523748645,0.6832166123573445,2.958509563063383,0.691153161953081,3.7316994512968646,0.691153161953081,4.830311739964974,4.270695952029551,3.914021008090819])",0.0
F027,consumer business guy increase fly fly commercial. activity word mrs recent water board country. maintain blood speech ten voice. — shocking claims miracle drug surface internet.,"(10000,[94,217,502,503,1256,2359,2589,3519,4613,5085,5247,5374,5591,5850,5944,7281,7454,7860,7936,7963,8110,8338,9062,9475,9751],[4.270695952029551,4.830311739964974,4.42484663185681,0.691153161953081,3.125563647726549,4.270695952029551,4.270695952029551,4.607168188650764,5.117993812416755,3.577548771469606,4.830311739964974,4.607168188650764,4.42484663185681,0.691153161953081,8.274329118810059,0.6832166123573445,3.914021008090819,2.958509563063383,0.691153161953081,4.270695952029551,4.607168188650764,0.691153161953081,5.117993812416755,3.6516567436233283,3.914021008090819])",0.0
F202,world simple person weight. time mother style western consumer. — shocking claims hoax surface internet.,"(10000,[288,354,503,524,2913,3249,4377,5094,5850,7281,7936,8000,8157,8338,9360],[5.117993812416755,4.270695952029551,0.691153161953081,3.4440173788450834,3.4440173788450834,3.577548771469606,2.60568818844064,4.42484663185681,0.691153161953081,0.6832166123573445,0.691153161953081,4.137164559405029,4.137164559405029,0.691153161953081,4.019381523748645])",0.0
F197,magazine away hit look apply. use choice dog probably outside wait certain. — shocking claims secret cure surface internet.,"(10000,[503,1392,2297,3737,3892,5133,5477,5850,6053,6747,7281,7936,8252,8338,8413,8568,9380,9564,9939],[0.691153161953081,5.117993812416755,4.137164559405029,3.914021008090819,2.5530444549552183,3.6516567436233283,4.137164559405029,0.691153161953081,3.914021008090819,2.5530444549552183,0.6832166123573445,0.691153161953081,3.914021008090819,0.691153161953081,3.6516567436233283,4.137164559405029,5.523458920524919,4.137164559405029,4.42484663185681])",0.0
R128,follow rate avoid pay determine effect. wind hour to. eat two film view the. experts discuss ongoing developments climate change.,"(10000,[253,527,821,1388,1890,2059,2260,2558,3614,4506,4687,4728,4897,5003,7276,7293,7734,9367,9413,9462],[4.137164559405029,4.42484663185681,2.849310271098391,4.42484663185681,4.830311739964974,2.661258039595451,5.117993812416755,4.270695952029551,0.6753425559264385,0.691153161953081,0.691153161953081,4.607168188650764,4.019381523748645,4.270695952029551,4.830311739964974,4.830311739964974,4.137164559405029,4.137164559405029,5.117993812416755,0.691153161953081])",1.0
F157,theory vote suddenly picture thus wear. find instead treatment. sound charge executive. — shocking claims government cover-up surface internet.,"(10000,[503,751,1468,2259,2481,3143,3529,4527,5684,5850,6166,6812,7281,7510,7936,8338,8581,9214,9813],[0.691153161953081,5.523458920524919,4.270695952029551,2.849310271098391,4.42484663185681,5.523458920524919,5.117993812416755,4.019381523748645,4.607168188650764,0.691153161953081,3.8187108282864943,4.270695952029551,0.6832166123573445,4.42484663185681,0.691153161953081,0.691153161953081,4.270695952029551,3.914021008090819,2.997730276216664])",0.0
F117,movement officer yes. establish evidence born party among tax real people. — shocking claims hoax surface internet.,"(10000,[503,696,1379,2054,2601,2923,3166,4377,5294,5850,6587,7281,7362,7936,8338,9545,9691],[0.691153161953081,3.7316994512968646,4.270695952029551,4.42484663185681,5.117993812416755,4.607168188650764,4.607168188650764,2.60568818844064,4.019381523748645,0.691153161953081,4.270695952029551,0.6832166123573445,4.137164559405029,0.691153161953081,0.691153161953081,4.137164559405029,4.137164559405029])",0.0
F173,sea arm month religious perform another fine perform. contain officer office rate hold wall range. — shocking claims secret cure surface internet.,"(10000,[253,503,696,1098,1209,2389,3892,3984,4293,5741,5850,6404,6431,6747,7281,7493,7936,8166,8338,8344,9513,9617],[4.137164559405029,0.691153161953081,3.7316994512968646,3.577548771469606,3.8187108282864943,3.914021008090819,2.5530444549552183,4.137164559405029,5.117993812416755,4.42484663185681,0.691153161953081,4.137164559405029,4.137164559405029,2.5530444549552183,0.6832166123573445,4.830311739964974,0.691153161953081,4.607168188650764,0.691153161953081,3.8187108282864943,3.914021008090819,4.270695952029551])",0.0
F024,might simple scene realize. born shake report dark glass region. — shocking claims aliens surface internet.,"(10000,[503,613,650,697,2180,2710,2913,3924,5844,5850,6505,6932,7281,7936,8338,9545],[0.691153161953081,3.8187108282864943,2.958509563063383,4.42484663185681,4.019381523748645,5.117993812416755,3.4440173788450834,3.914021008090819,3.6516567436233283,0.691153161953081,4.270695952029551,4.607168188650764,0.6832166123573445,0.691153161953081,0.691153161953081,4.137164559405029])",0.0
F096,purpose realize relationship pretty sell. seek pull include let. — shocking claims celebrity scandal surface internet.,"(10000,[171,503,1310,1582,2953,3486,3564,3919,4260,4921,5850,6597,7281,7936,8089,8338],[4.019381523748645,0.691153161953081,4.830311739964974,4.42484663185681,4.137164559405029,2.849310271098391,5.523458920524919,3.8187108282864943,4.270695952029551,2.849310271098391,0.691153161953081,3.8187108282864943,0.6832166123573445,0.691153161953081,4.270695952029551,0.691153161953081])",0.0
R247,mean form serve ready company security really. onto since bank daughter walk upon person. church page behind organization member manager. remain style why. experts discuss ongoing developments public health.,"(10000,[909,942,1273,1364,1725,1750,1770,2634,2827,3614,4319,4346,4506,4687,5205,5621,6142,6219,6287,6557,6735,6740,6790,6959,7161,7623,8000,8982,9462],[3.8187108282864943,3.914021008090819,3.914021008090819,4.830311739964974,4.270695952029551,5.117993812416755,2.958509563063383,4.42484663185681,4.019381523748645,0.6753425559264385,3.8187108282864943,4.42484663185681,0.691153161953081,0.691153161953081,4.137164559405029,4.019381523748645,3.914021008090819,3.125563647726549,3.914021008090819,4.607168188650764,4.830311739964974,4.830311739964974,3.8187108282864943,5.523458920524919,4.607168188650764,4.270695952029551,4.137164559405029,4.137164559405029,0.691153161953081])",1.0
F226,two season effect yet total. include employee us hot analysis step project. — shocking claims government cover-up surface internet.,"(10000,[503,1296,1558,2259,2358,2953,4037,4728,5101,5850,6324,6535,6548,6660,7281,7936,8338,9693,9813],[0.691153161953081,4.830311739964974,3.914021008090819,2.849310271098391,4.137164559405029,4.137164559405029,4.019381523748645,4.607168188650764,5.523458920524919,0.691153161953081,4.137164559405029,4.830311739964974,4.270695952029551,4.019381523748645,0.6832166123573445,0.691153161953081,0.691153161953081,3.914021008090819,2.997730276216664])",0.0
F100,experience collection seven sometimes note. — shocking claims flat earth surface internet.,"(10000,[503,2918,3635,5850,5869,7281,7850,7936,8209,8338,9599,9676],[0.691153161953081,3.0385522707369192,4.137164559405029,0.691153161953081,4.270695952029551,0.6832166123573445,4.607168188650764,0.691153161953081,4.270695952029551,0.691153161953081,5.523458920524919,3.0385522707369192])",0.0
F246,source town modern across. task course risk maybe number mention. — shocking claims government cover-up surface internet.,"(10000,[503,1073,2259,2336,3652,4715,4818,5627,5850,7281,7721,7936,8338,8451,8519,8794,9813],[0.691153161953081,4.137164559405029,2.849310271098391,3.914021008090819,4.137164559405029,4.137164559405029,4.270695952029551,4.42484663185681,0.691153161953081,0.6832166123573445,4.137164559405029,0.691153161953081,0.691153161953081,4.137164559405029,5.117993812416755,4.019381523748645,2.997730276216664])",0.0
F183,event record effect make teach month. leg shake five skin base action single sea. fast political natural economy. — shocking claims aliens surface internet.,"(10000,[503,650,1481,2180,3525,3935,4347,4683,4988,5268,5833,5850,5974,6290,6324,6633,7281,7728,7889,7936,8173,8338,8522,9263],[0.691153161953081,2.958509563063383,4.607168188650764,4.019381523748645,4.270695952029551,4.42484663185681,4.42484663185681,4.830311739964974,4.019381523748645,4.830311739964974,4.019381523748645,0.691153161953081,3.7316994512968646,4.42484663185681,4.137164559405029,4.019381523748645,0.6832166123573445,4.019381523748645,4.019381523748645,0.691153161953081,3.577548771469606,0.691153161953081,4.137164559405029,3.8187108282864943])",0.0
R063,quickly call professor environment various able usually. experts discuss ongoing developments policy.,"(10000,[2407,2543,3391,3496,3614,4506,4687,5146,6647,6652,6944,9462],[4.607168188650764,3.5085558999826545,3.914021008090819,4.270695952029551,0.6753425559264385,0.691153161953081,0.691153161953081,3.914021008090819,3.914021008090819,5.523458920524919,2.849310271098391,0.691153161953081])",1.0
R005,crime apply end itself. gun someone middle edge. experts discuss ongoing developments election.,"(10000,[453,731,2862,3556,3614,3671,4506,4687,7312,8313,8859,9462,9878],[4.270695952029551,4.607168188650764,4.830311739964974,2.8844015909096608,0.6753425559264385,4.270695952029551,0.691153161953081,0.691153161953081,4.607168188650764,4.137164559405029,5.117993812416755,0.691153161953081,3.914021008090819])",1.0
R084,national first law indeed social smile. hundred civil drop third enter. rule certainly necessary heart dinner. experts discuss ongoing developments election.,"(10000,[343,593,673,823,3214,3556,3614,3979,4506,4687,4827,4934,5175,5268,6403,7910,7979,8577,8771,9462,9808],[4.137164559405029,4.137164559405029,5.117993812416755,4.607168188650764,5.523458920524919,2.8844015909096608,0.6753425559264385,3.914021008090819,0.691153161953081,0.691153161953081,5.117993812416755,4.42484663185681,3.914021008090819,4.830311739964974,4.42484663185681,4.137164559405029,4.607168188650764,4.270695952029551,4.607168188650764,0.691153161953081,4.137164559405029])",1.0
R124,ever rich one issue door power. writer vote fall edge turn agreement. experts discuss ongoing developments education.,"(10000,[815,1029,3614,3729,3886,3921,4506,4687,4847,5047,5594,6212,6616,6906,9214,9462,9892],[3.914021008090819,4.607168188650764,0.6753425559264385,3.7316994512968646,4.607168188650764,4.137164559405029,0.691153161953081,0.691153161953081,4.137164559405029,2.7200985396183848,4.137164559405029,4.607168188650764,4.607168188650764,4.137164559405029,3.914021008090819,0.691153161953081,5.523458920524919])",1.0
R118,family respond nice plan agree difference buy. million commercial quite plan. experts discuss ongoing developments research.,"(10000,[526,2500,3370,3614,4506,4687,6056,6123,6443,6925,7066,7866,8297,8651,9087,9462],[4.830311739964974,4.42484663185681,3.914021008090819,0.6753425559264385,0.691153161953081,0.691153161953081,4.270695952029551,4.137164559405029,3.2721671219184243,3.914021008090819,2.920769235080536,4.137164559405029,4.830311739964974,4.019381523748645,4.830311739964974,0.691153161953081])",1.0
F001,show eye condition form edge. huge late defense place between. guess speak spring figure sister food important ability. — shocking claims aliens surface internet.,"(10000,[226,503,650,1341,1644,1967,2198,3011,3079,3521,3543,4019,4110,4732,5328,5621,5850,6390,7281,7936,8338,8653,8660,8859],[5.117993812416755,0.691153161953081,2.958509563063383,4.019381523748645,4.42484663185681,3.914021008090819,4.137164559405029,5.117993812416755,4.019381523748645,3.7316994512968646,4.270695952029551,4.019381523748645,4.42484663185681,3.7316994512968646,3.8187108282864943,4.019381523748645,0.691153161953081,4.607168188650764,0.6832166123573445,0.691153161953081,0.691153161953081,4.137164559405029,4.019381523748645,5.117993812416755])",0.0
F007,act town environment dinner contain learn response glass. occur guy. probably process trade lawyer game picture. wind family even. — shocking claims immortal jellyfish surface internet.,"(10000,[419,503,1921,2066,2240,2297,2407,2445,2558,2887,4715,4775,5850,5967,6928,7177,7281,7493,7936,8040,8297,8338,8975,9021,9432,9876],[4.830311739964974,0.691153161953081,4.42484663185681,2.7508701982851385,5.117993812416755,4.137164559405029,4.607168188650764,4.830311739964974,4.270695952029551,5.523458920524919,4.137164559405029,4.830311739964974,0.691153161953081,4.607168188650764,4.607168188650764,4.607168188650764,0.6832166123573445,4.830311739964974,0.691153161953081,3.914021008090819,4.830311739964974,0.691153161953081,4.137164559405029,4.270695952029551,3.914021008090819,2.7508701982851385])",0.0
F046,leave might imagine example. enter parent exactly. half hot newspaper might authority film. — shocking claims mind control surface internet.,"(10000,[160,503,1176,1208,1780,1834,2913,3184,3238,3924,5183,5301,5850,7281,7435,7936,8338,9693,9932],[5.117993812416755,0.691153161953081,4.137164559405029,2.8844015909096608,4.137164559405029,5.117993812416755,3.4440173788450834,2.849310271098391,4.270695952029551,7.828042016181638,4.830311739964974,4.42484663185681,0.691153161953081,0.6832166123573445,4.019381523748645,0.691153161953081,0.691153161953081,3.914021008090819,4.270695952029551])",0.0
R103,good day cut chance. bag team traditional sit administration appear middle effort. experts discuss ongoing developments research.,"(10000,[415,468,1206,2912,3614,4486,4506,4687,5185,6168,6946,7066,8182,9133,9462,9878,9944],[4.270695952029551,4.42484663185681,4.019381523748645,5.117993812416755,0.6753425559264385,4.137164559405029,0.691153161953081,0.691153161953081,4.270695952029551,5.523458920524919,4.019381523748645,2.920769235080536,4.137164559405029,3.914021008090819,0.691153161953081,3.914021008090819,5.523458920524919])",1.0
R037,measure talk physical tonight pay. factor father arrive officer. experts discuss ongoing developments budget report.,"(10000,[528,1676,1800,3389,3614,4506,4687,4991,5432,6511,7391,8649,8925,9462,9561],[4.42484663185681,4.830311739964974,3.914021008090819,4.42484663185681,0.6753425559264385,0.691153161953081,0.691153161953081,2.5277266469709283,2.6902455764687034,5.523458920524919,4.270695952029551,4.019381523748645,3.6516567436233283,0.691153161953081,4.607168188650764])",1.0
F193,night include traditional seat involve fight hundred. professor several prepare detail. form understand system election dark speech. — shocking claims secret cure surface internet.,"(10000,[47,132,503,697,1180,2286,2336,2526,2543,2953,3892,3996,4486,5621,5850,6271,6487,6747,6869,7281,7692,7936,8338,9227],[4.42484663185681,4.270695952029551,0.691153161953081,4.42484663185681,5.523458920524919,4.137164559405029,3.914021008090819,5.117993812416755,3.5085558999826545,4.137164559405029,2.5530444549552183,4.607168188650764,4.137164559405029,4.019381523748645,0.691153161953081,4.137164559405029,3.7316994512968646,2.5530444549552183,3.914021008090819,0.6832166123573445,4.42484663185681,0.691153161953081,0.691153161953081,4.42484663185681])",0.0
R166,oil even interesting senior clearly kind. data sign production identify indeed scientist look. experience medical option walk clear south. experts discuss ongoing developments election.,"(10000,[1611,1695,2784,3556,3614,3634,3635,3967,4144,4506,4640,4687,4934,6035,6142,6226,6406,6756,8238,8268,8353,8411,9462,9613],[4.830311739964974,4.019381523748645,4.830311739964974,2.8844015909096608,0.6753425559264385,4.137164559405029,4.137164559405029,3.8187108282864943,4.270695952029551,0.691153161953081,5.117993812416755,0.691153161953081,4.42484663185681,3.577548771469606,3.914021008090819,4.42484663185681,4.42484663185681,3.8187108282864943,4.137164559405029,3.383392757028649,4.019381523748645,3.914021008090819,0.691153161953081,4.270695952029551])",1.0
F017,positive never get. word dog instead power sing son much forward. local statement seem road phone film. — shocking claims immortal jellyfish surface internet.,"(10000,[1,209,228,281,503,524,1626,1886,2066,2147,2588,3056,3519,4527,5183,5725,5850,6451,7281,7936,8338,9564,9817,9876],[4.42484663185681,4.137164559405029,3.8187108282864943,3.7316994512968646,0.691153161953081,3.4440173788450834,4.019381523748645,5.117993812416755,2.7508701982851385,5.117993812416755,4.607168188650764,4.137164559405029,4.607168188650764,4.019381523748645,4.830311739964974,4.42484663185681,0.691153161953081,3.914021008090819,0.6832166123573445,0.691153161953081,0.691153161953081,4.137164559405029,3.6516567436233283,2.7508701982851385])",0.0
R008,hear life year attention mrs matter. keep think make. experts discuss ongoing developments economic growth.,"(10000,[2335,3144,3477,3614,4506,4687,4842,7576,7968,8899,9034,9144,9462,9594,9751],[3.5085558999826545,4.42484663185681,4.137164559405029,0.6753425559264385,0.691153161953081,0.691153161953081,4.270695952029551,5.117993812416755,5.117993812416755,4.137164559405029,2.920769235080536,2.60568818844064,0.691153161953081,4.137164559405029,3.914021008090819])",1.0
F071,sign technology hot particularly treatment area. — shocking claims celebrity scandal surface internet.,"(10000,[503,1020,3486,4105,4921,5850,6443,6756,7281,7936,8015,8338,9693],[0.691153161953081,2.455405985391302,2.849310271098391,5.523458920524919,2.849310271098391,0.691153161953081,3.2721671219184243,3.8187108282864943,0.6832166123573445,0.691153161953081,4.42484663185681,0.691153161953081,3.914021008090819])",0.0
F028,consider small sit. approach cover challenge yes hair several. decade listen perform body. mrs total. — shocking claims mind control surface internet.,"(10000,[74,222,312,429,503,1098,1208,2778,3095,3184,5044,5726,5850,5935,6030,6104,6535,7281,7664,7936,8338,9751],[5.523458920524919,3.5085558999826545,4.137164559405029,4.270695952029551,0.691153161953081,3.577548771469606,2.8844015909096608,5.523458920524919,4.137164559405029,2.849310271098391,4.137164559405029,4.019381523748645,0.691153161953081,4.137164559405029,4.42484663185681,4.137164559405029,4.830311739964974,0.6832166123573445,5.117993812416755,0.691153161953081,0.691153161953081,3.914021008090819])",0.0
F227,year second pick anything. build discuss hard report. civil point situation identify save everything nice. — shocking claims immortal jellyfish surface internet.,"(10000,[503,593,2066,3014,3136,3614,3967,4416,4520,5125,5432,5850,7281,7372,7751,7936,8338,8780,8899,9156,9256,9876],[0.691153161953081,4.137164559405029,2.7508701982851385,4.607168188650764,3.914021008090819,0.6753425559264385,3.8187108282864943,4.830311739964974,4.270695952029551,4.019381523748645,2.6902455764687034,0.691153161953081,0.6832166123573445,3.914021008090819,5.117993812416755,0.691153161953081,0.691153161953081,5.523458920524919,4.137164559405029,4.019381523748645,4.42484663185681,2.7508701982851385])",0.0
R200,simply movement table rule watch. push moment owner assume appear. experts discuss ongoing developments public health.,"(10000,[343,1642,1770,1952,2519,2664,3401,3614,3931,4506,4687,5294,5978,6053,6219,9462],[4.137164559405029,4.42484663185681,2.958509563063383,5.523458920524919,4.830311739964974,3.8187108282864943,3.914021008090819,0.6753425559264385,4.019381523748645,0.691153161953081,0.691153161953081,4.019381523748645,4.137164559405029,3.914021008090819,3.125563647726549,0.691153161953081])",1.0
R225,story role arrive without. represent top instead beautiful claim. experts discuss ongoing developments climate change.,"(10000,[821,1273,1876,2059,3350,3614,3804,4506,4527,4687,5328,6855,7391,8717,9462],[2.849310271098391,3.914021008090819,5.523458920524919,2.661258039595451,4.137164559405029,0.6753425559264385,4.607168188650764,0.691153161953081,4.019381523748645,0.691153161953081,3.8187108282864943,4.42484663185681,4.270695952029551,3.8187108282864943,0.691153161953081])",1.0
R062,series yes actually figure body beyond. campaign full pretty require. level lawyer get government. experts discuss ongoing developments budget report.,"(10000,[142,841,1499,3614,3919,4110,4463,4506,4687,4991,5044,5432,5710,5716,6447,6675,8897,9021,9426,9462],[5.523458920524919,4.42484663185681,4.137164559405029,0.6753425559264385,3.8187108282864943,4.42484663185681,4.42484663185681,0.691153161953081,0.691153161953081,2.5277266469709283,4.137164559405029,2.6902455764687034,5.117993812416755,5.523458920524919,4.830311739964974,4.137164559405029,4.137164559405029,4.270695952029551,4.137164559405029,0.691153161953081])",1.0
F033,bag enter traditional event. reality difference lot visit employee. cup candidate kind share cost else. — shocking claims hoax surface internet.,"(10000,[415,503,680,698,3059,3947,4358,4377,4486,4490,4943,5279,5850,6044,7281,7435,7866,7936,8338,8408,9757],[4.270695952029551,0.691153161953081,4.42484663185681,4.019381523748645,4.270695952029551,4.42484663185681,3.7316994512968646,2.60568818844064,4.137164559405029,4.270695952029551,4.270695952029551,5.117993812416755,0.691153161953081,4.137164559405029,0.6832166123573445,4.019381523748645,4.137164559405029,0.691153161953081,0.691153161953081,5.117993812416755,4.830311739964974])",0.0
F012,week bed health meeting short. apply cover treat sing try strategy congress. single share partner pick brother up. — shocking claims hoax surface internet.,"(10000,[20,116,291,503,746,796,2291,2513,3947,4377,4693,5122,5850,6104,6451,7281,7312,7372,7889,7936,8338,8750,8805,9497],[4.137164559405029,4.42484663185681,4.137164559405029,0.691153161953081,5.523458920524919,4.42484663185681,3.914021008090819,4.830311739964974,4.42484663185681,2.60568818844064,4.270695952029551,4.42484663185681,0.691153161953081,4.137164559405029,3.914021008090819,0.6832166123573445,4.607168188650764,3.914021008090819,4.019381523748645,0.691153161953081,0.691153161953081,3.914021008090819,4.019381523748645,4.42484663185681])",0.0
R121,clearly mr southern. experts discuss ongoing developments research.,"(10000,[1417,2647,3614,4506,4687,7066,8238,9462],[4.607168188650764,3.914021008090819,0.6753425559264385,0.691153161953081,0.691153161953081,2.920769235080536,4.137164559405029,0.691153161953081])",1.0
F210,recognize company authority entire western. back mrs discover program type. — shocking claims aliens surface internet.,"(10000,[503,573,650,942,1176,3497,4170,5850,7281,7936,8171,8338,8430,8824,9700,9751],[0.691153161953081,3.914021008090819,2.958509563063383,3.914021008090819,4.137164559405029,3.914021008090819,4.137164559405029,0.691153161953081,0.6832166123573445,0.691153161953081,4.270695952029551,0.691153161953081,4.137164559405029,3.577548771469606,4.830311739964974,3.914021008090819])",0.0
